test_id,applicability,applicability_predicate,applicability_evidence,decision_rule_ref,decided_by,decided_at,default_status,owner_stage
BC-062,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic auth from ""Access Control Testing"") and is decided on its own merits from this repository primitives; probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix",topic:auth->probe:AUTH,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-063,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic auth from ""Role-Based Access Control (RBAC) Testing"") and is decided on its own merits from this repository primitives; probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix",topic:auth->probe:AUTH,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-064,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic incident from ""Privilege Escalation Testing"") and is decided on its own merits from this repository primitives; probe INCIDENT PRESENT: docs/runbooks/operations/incident-response.md incident procedure; config/alerts/catalogue.json 20 alert rows with runbooks",topic:incident->probe:INCIDENT,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-065,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic auth from ""Authorization Bypass Testing"") and is decided on its own merits from this repository primitives; probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix",topic:auth->probe:AUTH,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-066,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic auth from ""Permission Boundary Testing"") and is decided on its own merits from this repository primitives; probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix",topic:auth->probe:AUTH,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-067,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-068,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic crypto from ""Cryptographic Primitive Testing"") and is decided on its own merits from this repository primitives; probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings",topic:crypto->probe:CRYPTO,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-069,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-070,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic keys from ""Key Management Testing"") and is decided on its own merits from this repository primitives; probe KEYS PRESENT: src/adapters/crypto/local-key-provider.ts local key provider; src/adapters/secrets/secret-resolver.ts secret resolution by reference; config/environment/schema.json declared key material and secret keys",topic:keys->probe:KEYS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-071,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic crypto from ""Signature Verification Testing"") and is decided on its own merits from this repository primitives; probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings",topic:crypto->probe:CRYPTO,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-072,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic crypto from ""Randomness Testing"") and is decided on its own merits from this repository primitives; probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings",topic:crypto->probe:CRYPTO,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-073,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic crypto from ""Verifiable Random Function (VRF) Testing"") and is decided on its own merits from this repository primitives; probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings",topic:crypto->probe:CRYPTO,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-074,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic crypto from ""Encryption Scheme Testing"") and is decided on its own merits from this repository primitives; probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings",topic:crypto->probe:CRYPTO,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-075,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic crypto from ""Hash Function Testing"") and is decided on its own merits from this repository primitives; probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings",topic:crypto->probe:CRYPTO,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-076,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic api from ""Proxy Contract Testing"") and is decided on its own merits from this repository primitives; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry",topic:api->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-077,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-078,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic persistence from ""Storage Layout Testing"") and is decided on its own merits from this repository primitives; probe PERSISTENCE PRESENT: db/migrations 34 migration(s); src/adapters/persistence",topic:persistence->probe:PERSISTENCE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-079,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-080,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-081,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-082,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-083,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-084,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-085,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-086,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-087,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID names a chain-specific subject; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-088,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-089,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-090,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 15-17-PERFORMANCE-STRESS-RECOVERY; the ID names a chain-specific subject; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-016
BC-091,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-016
BC-092,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 15-17-PERFORMANCE-STRESS-RECOVERY; the ID names a chain-specific subject; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-016
BC-093,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
